name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"483,000,000","239,000,000","250,000,000","-292,000,000","275,000,000","325,000,000","345,000,000","496,000,000","158,000,000","177,000,000","179,000,000","248,000,000","279,000,000","269,000,000","228,000,000","143,000,000","108,000,000","144,000,000","162,000,000","144,000,000","189,000,000","78,000,000","69,000,000","66,000,000","70,000,000","66,000,000","67,000,000","76,000,000","73,000,000","47,000,000","41,000,000","39,000,000","37,300,000","36,000,000","38,000,000","39,300,000","27,500,000","24,800,000","20,700,000","28,200,000","19,100,000","15,500,000","13,000,000","13,800,000","12,000,000","11,000,000","9,500,000",,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"483,000,000","239,000,000","250,000,000","-292,000,000","275,000,000","325,000,000","345,000,000","496,000,000","158,000,000","177,000,000","179,000,000","248,000,000","279,000,000","269,000,000","228,000,000","143,000,000","108,000,000","144,000,000","162,000,000","144,000,000","189,000,000","78,000,000","69,000,000","66,000,000","70,000,000","66,000,000","67,000,000","76,000,000","73,000,000","47,000,000","41,000,000","39,000,000","37,300,000","36,000,000","38,000,000","39,300,000","27,500,000","24,800,000","20,700,000","28,200,000","19,100,000","15,500,000","13,000,000","13,800,000","12,000,000","11,000,000","9,500,000",,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"100,533,000,000","27,032,000,000","26,895,000,000","24,254,000,000","22,352,000,000","20,399,000,000","21,518,000,000","20,534,000,000","20,364,000,000","22,247,000,000","20,238,000,000","19,095,000,000","17,048,000,000","17,897,000,000","15,876,000,000","13,407,000,000","12,975,000,000","13,891,000,000","12,686,000,000","12,405,000,000","10,341,000,000","10,258,000,000","9,955,000,000","10,379,000,000","8,292,000,000","8,679,000,000","7,708,000,000","5,636,000,000","6,723,000,000","7,905,000,000","6,715,000,000","4,190,000,000","5,283,000,000","6,026,000,000","5,793,000,000","6,385,000,000","6,784,000,000","8,019,000,000","6,984,000,000","6,609,000,000","6,974,000,000","7,969,000,000","6,334,000,000","6,073,000,000","7,612,000,000","7,771,000,000","5,308,000,000","6,385,000,000","6,374,000,000","7,994,000,000","7,203,000,000","6,171,000,000","5,709,000,000","8,165,000,000","7,116,000,000","5,989,000,000","5,173,000,000","8,513,000,000","4,482,000,000","3,987,000,000","4,438,000,000","5,939,000,000","5,999,000,000","5,684,000,000","4,409,000,000","6,481,000,000","5,918,000,000","3,989,000,000","6,589,000,000","3,472,000,000","4,474,000,000","3,881,000,000","3,888,000,000","4,657,000,000","4,046,000,000","2,989,000,000","3,329,000,000","4,749,000,000","3,494,000,000","3,133,000,000","1,278,000,000","1,475,000,000","3,148,000,000","2,193,000,000","2,744,000,000","2,233,000,000","3,028,000,000","2,874,000,000","3,298,000,000","2,841,000,000","2,897,000,000","2,751,000,000","2,998,000,000","3,194,000,000","2,777,000,000","2,629,000,000","2,735,000,000","2,931,000,000","2,789,000,000","2,958,000,000","2,230,000,000","2,749,000,000","2,082,000,000","1,923,000,000","1,927,000,000","1,663,000,000","1,427,000,000","1,579,000,000","1,568,000,000","1,081,000,000","902,000,000","810,000,000","774,000,000","786,000,000","708,000,000","532,000,000","549,000,000","520,000,000","437,000,000","488,000,000","480,000,000","415,000,000","343,000,000","373,000,000","338,000,000","326,000,000","289,000,000","296,000,000","251,000,000","246,100,000","202,900,000","194,000,000","173,500,000","159,300,000","123,000,000","110,500,000","106,400,000","107,000,000","69,400,000","-341,100,000","197,000,000","209,800,000","176,400,000","-233,000,000","161,800,000","155,900,000","102,600,000","-119,200,000","98,400,000","81,000,000","66,800,000","-74,700,000","50,500,000","42,600,000","42,600,000"
NetNonOperatingInterestIncomeExpense,"1,141,000,000","-175,000,000","641,000,000","423,000,000","252,000,000","210,000,000","141,000,000","56,000,000","16,000,000","-22,000,000","-19,000,000","-56,000,000","-114,000,000","-26,000,000","-19,000,000","-91,000,000","59,000,000","34,000,000","87,000,000","40,000,000","-3,000,000","32,000,000","7,000,000","-672,000,000","-116,000,000","-168,000,000","-199,000,000","-655,000,000","-609,000,000","-521,000,000","-437,000,000","-345,000,000","-340,000,000","-309,000,000","-249,000,000","-247,000,000","-211,000,000","-162,000,000","-161,000,000","-169,000,000","-175,000,000","-135,000,000","-118,000,000","-120,000,000","-109,000,000","-105,000,000","-95,000,000",,"-95,000,000","-95,000,000","-94,000,000","175,000,000","132,000,000","133,000,000","165,000,000","-641,000,000","166,000,000","159,000,000","165,000,000","160,000,000","164,000,000","175,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,553,000,000","734,000,000","1,166,000,000","905,000,000","748,000,000","700,000,000","641,000,000","552,000,000","519,000,000","503,000,000","520,000,000","497,000,000","519,000,000","545,000,000","570,000,000","595,000,000","673,000,000","688,000,000","724,000,000","709,000,000","668,000,000","704,000,000","681,000,000",,"575,000,000","530,000,000","473,000,000",,,,,,,,,,,,,,,,,,,,,,,"182,000,000","211,000,000","269,000,000","216,000,000","205,000,000","210,000,000",,"204,000,000","197,000,000","203,000,000","160,000,000","164,000,000","175,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"2,412,000,000","909,000,000","525,000,000","482,000,000","496,000,000","490,000,000","500,000,000","496,000,000","503,000,000","525,000,000","539,000,000","553,000,000","633,000,000","571,000,000","589,000,000","686,000,000","614,000,000","654,000,000","637,000,000","669,000,000","671,000,000","672,000,000","674,000,000","672,000,000","691,000,000","698,000,000","672,000,000","655,000,000","609,000,000","521,000,000","437,000,000","345,000,000","340,000,000","309,000,000","249,000,000","247,000,000","211,000,000","162,000,000","161,000,000","169,000,000","175,000,000","135,000,000","118,000,000","120,000,000","109,000,000","105,000,000","95,000,000",,"95,000,000","95,000,000","94,000,000","94,000,000","84,000,000","72,000,000","45,000,000",,"38,000,000","38,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-464,000,000","-331,000,000","-252,000,000","50,000,000","69,000,000","-270,000,000","-87,000,000","-103,000,000","-190,000,000","290,000,000","305,000,000","366,000,000","302,000,000","466,000,000","267,000,000","106,000,000","-191,000,000","160,000,000","-87,000,000","151,000,000","148,000,000","95,000,000","259,000,000","973,000,000","465,000,000","658,000,000","475,000,000","564,000,000","980,000,000","638,000,000","549,000,000","-498,000,000","93,000,000","138,000,000","-31,000,000","-7,894,000,000","-56,000,000","-7,000,000","-927,000,000","137,000,000","158,000,000","44,000,000","192,000,000","192,000,000","100,000,000","104,000,000","321,000,000","-5,646,000,000","84,000,000","340,000,000","197,000,000","-27,000,000","316,000,000","199,000,000","-51,000,000","676,000,000","2,000,000","211,000,000","118,000,000","-5,000,000","-552,000,000","-476,000,000","-215,000,000","67,000,000","175,000,000","133,000,000","59,000,000","-1,024,000,000","382,000,000","333,000,000","567,000,000","377,000,000","427,000,000","480,000,000","506,000,000","872,000,000","496,000,000","420,000,000","279,000,000","571,000,000","1,001,000,000","837,000,000","753,000,000","265,000,000","453,000,000","363,000,000","19,000,000","-1,094,000,000","295,000,000","99,000,000","-1,459,000,000","-3,105,000,000","154,000,000","304,000,000","644,000,000","1,022,000,000","547,000,000","479,000,000","266,000,000","430,000,000","719,000,000","302,000,000","421,000,000","165,000,000","130,000,000","107,000,000","-225,000,000","47,000,000","35,000,000","59,000,000","43,000,000","50,000,000","90,000,000","99,000,000","62,000,000","15,000,000","43,000,000","37,000,000","34,000,000","52,000,000","-98,000,000","23,000,000","19,000,000","17,000,000","19,000,000","21,000,000","18,000,000","13,000,000","11,900,000","11,600,000","8,800,000","6,600,000","6,000,000","4,200,000","4,000,000","7,100,000","4,200,000","2,500,000","3,500,000",,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"164,000,000","-1,000,000","-115,000,000","141,000,000","162,000,000","-228,000,000","-56,000,000","21,000,000","-179,000,000","294,000,000","299,000,000","357,000,000","296,000,000","396,000,000","267,000,000","239,000,000","-188,000,000","179,000,000","-69,000,000","298,000,000","132,000,000","61,000,000","245,000,000","1,081,000,000","458,000,000","624,000,000","514,000,000","948,000,000","1,020,000,000","810,000,000","564,000,000","973,000,000","142,000,000","152,000,000","62,000,000","723,000,000","161,000,000","445,000,000","248,000,000","436,000,000","230,000,000","155,000,000","112,000,000","295,000,000","180,000,000","137,000,000","119,000,000",,"104,000,000","290,000,000","201,000,000","-27,000,000","177,000,000","199,000,000","-13,000,000","1,029,000,000","12,000,000","165,000,000","121,000,000",,"-55,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000",,,,"-1,000,000","3,000,000","10,000,000","1,000,000","-11,000,000","-5,000,000","-10,000,000","-15,000,000","-19,000,000","-12,000,000","-22,000,000","-14,000,000","-11,000,000","-37,000,000","-30,000,000","-33,000,000","-46,000,000","-28,000,000","-52,000,000",,"-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-168,000,000","-161,000,000",,,,"-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-1,432,000,000","0","0","0","-8,621,000,000","-190,000,000","-243,000,000","-1,140,000,000",,"0","0","0",,,,,"-6,828,000,000","-11,000,000","50,000,000","-4,000,000","0","316,000,000","0","-38,000,000","-367,000,000","-10,000,000","46,000,000","-3,000,000","1,187,000,000","-497,000,000","-476,000,000","-215,000,000","-505,000,000","175,000,000","133,000,000","59,000,000","-990,000,000","382,000,000","333,000,000","567,000,000","465,000,000","428,000,000","480,000,000","506,000,000","884,000,000","497,000,000","417,000,000","279,000,000","570,000,000","1,012,000,000","842,000,000","763,000,000","280,000,000","472,000,000","375,000,000","41,000,000","-1,080,000,000","306,000,000","136,000,000","-1,429,000,000","-3,072,000,000","200,000,000","332,000,000","696,000,000","1,022,000,000","551,000,000","479,000,000","266,000,000","430,000,000","719,000,000","302,000,000","421,000,000","165,000,000","130,000,000","107,000,000","-225,000,000","47,000,000","35,000,000","59,000,000","43,000,000","50,000,000","90,000,000","99,000,000","62,000,000","15,000,000","43,000,000","37,000,000","34,000,000","52,000,000","-98,000,000","23,000,000","19,000,000","17,000,000","19,000,000","21,000,000","18,000,000","13,000,000","11,900,000","11,600,000","8,800,000","6,600,000","6,000,000","4,200,000","4,000,000","7,100,000","4,200,000","2,500,000","3,500,000",,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,110,000,000","0","0","0","8,438,000,000","190,000,000","243,000,000","1,140,000,000",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"168,000,000","161,000,000",,,,"4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-460,000,000","-169,000,000","-137,000,000","-61,000,000","-93,000,000","-38,000,000","-31,000,000","-23,000,000","-11,000,000","-4,000,000","6,000,000","22,000,000","6,000,000","70,000,000",,"0","-3,000,000","-19,000,000","-18,000,000","-121,000,000","16,000,000","34,000,000","14,000,000","-61,000,000","7,000,000","34,000,000","-39,000,000","-23,000,000","-40,000,000","-172,000,000","-15,000,000","-39,000,000","-49,000,000","-14,000,000","-93,000,000","4,000,000","-27,000,000","-209,000,000","-35,000,000","-66,000,000","-72,000,000","-111,000,000","80,000,000","105,000,000","-80,000,000","-33,000,000","202,000,000",,"-20,000,000","50,000,000","-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"101,210,000,000","26,526,000,000","27,284,000,000","24,727,000,000","22,673,000,000","20,339,000,000","21,572,000,000","20,487,000,000","20,190,000,000","22,515,000,000","20,524,000,000","19,405,000,000","17,236,000,000","18,337,000,000","16,124,000,000","13,422,000,000","12,843,000,000","14,085,000,000","12,686,000,000","12,596,000,000","10,486,000,000","10,385,000,000","10,221,000,000","10,680,000,000","8,641,000,000","9,169,000,000","7,984,000,000","5,545,000,000","7,094,000,000","8,022,000,000","6,827,000,000","3,347,000,000","5,036,000,000","5,855,000,000","5,513,000,000","-1,756,000,000","6,517,000,000","7,850,000,000","5,896,000,000","6,577,000,000","6,957,000,000","7,878,000,000","6,408,000,000","6,145,000,000","7,603,000,000","7,770,000,000","5,534,000,000","359,000,000","6,363,000,000","8,239,000,000","7,306,000,000","6,319,000,000","6,025,000,000","8,497,000,000","7,230,000,000","6,024,000,000","5,341,000,000","8,883,000,000","4,765,000,000","4,142,000,000","4,050,000,000","5,638,000,000","5,991,000,000","5,968,000,000","4,810,000,000","6,820,000,000","6,216,000,000","4,284,000,000","6,971,000,000","3,805,000,000","5,041,000,000","4,258,000,000","4,315,000,000","5,137,000,000","4,552,000,000","3,861,000,000","3,825,000,000","5,169,000,000","3,773,000,000","3,704,000,000","2,279,000,000","2,312,000,000","3,901,000,000","2,867,000,000","3,197,000,000","2,596,000,000","3,047,000,000","2,243,000,000","4,026,000,000","3,357,000,000","1,887,000,000","98,000,000","3,658,000,000","3,917,000,000","3,852,000,000","3,651,000,000","3,613,000,000","3,691,000,000","3,320,000,000","3,388,000,000","2,949,000,000","3,051,000,000","2,503,000,000","2,088,000,000","2,057,000,000","1,770,000,000","1,202,000,000","1,626,000,000","1,603,000,000","1,140,000,000","945,000,000","860,000,000","864,000,000","885,000,000","770,000,000","547,000,000","592,000,000","557,000,000","471,000,000","540,000,000","382,000,000","438,000,000","362,000,000","390,000,000","357,000,000","347,000,000","307,000,000","309,000,000","262,900,000","257,700,000","211,700,000","200,600,000","179,500,000","163,500,000","127,000,000","117,600,000","110,600,000","109,500,000","72,900,000",,,,,,,,,,,,,,,,
TaxProvision,"18,669,000,000","4,656,000,000","4,993,000,000","4,646,000,000","4,374,000,000","3,914,000,000","4,016,000,000","3,747,000,000","3,462,000,000","3,750,000,000","19,000,000","2,947,000,000","1,779,000,000","2,874,000,000","2,231,000,000","2,220,000,000","2,091,000,000","2,436,000,000","2,008,000,000","-591,000,000","1,677,000,000","1,965,000,000","1,397,000,000","1,807,000,000","1,217,000,000","15,471,000,000","1,408,000,000","-968,000,000","1,608,000,000","1,755,000,000","1,160,000,000","225,000,000","1,280,000,000","837,000,000","611,000,000","1,439,000,000","1,532,000,000","1,987,000,000","1,356,000,000","1,965,000,000","1,297,000,000","1,320,000,000","1,164,000,000","1,180,000,000","1,548,000,000","1,393,000,000","1,068,000,000","851,000,000","1,255,000,000","1,615,000,000","1,568,000,000","445,000,000","793,000,000","1,863,000,000","1,820,000,000","1,506,000,000","1,335,000,000","2,221,000,000","1,191,000,000","1,097,000,000","1,073,000,000","1,464,000,000","1,618,000,000","1,671,000,000","422,000,000","2,113,000,000","1,927,000,000","1,249,000,000","2,045,000,000","1,179,000,000","1,563,000,000","1,430,000,000","1,338,000,000","1,484,000,000","1,411,000,000","161,000,000","1,262,000,000","1,706,000,000","1,245,000,000","1,014,000,000","964,000,000","763,000,000","1,287,000,000","946,000,000","1,055,000,000","731,000,000","1,006,000,000","718,000,000","1,288,000,000","1,074,000,000","604,000,000","33,000,000","1,207,000,000","1,293,000,000","1,271,000,000","1,242,000,000","1,228,000,000","1,255,000,000","1,129,000,000","1,186,000,000","1,032,000,000","1,068,000,000","820,000,000","731,000,000","720,000,000","637,000,000","539,000,000","569,000,000","561,000,000","399,000,000","331,000,000","301,000,000","302,000,000","310,000,000","271,000,000","179,000,000","196,000,000","184,000,000","155,000,000","178,000,000","126,000,000","149,000,000","123,000,000","125,000,000","114,000,000","111,000,000","98,000,000","98,900,000","84,100,000","82,500,000","67,700,000","62,200,000","55,700,000","50,600,000","39,400,000","37,600,000","35,400,000","35,000,000","23,300,000",,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,206,000,000","2,409,000,000","2,385,000,000","2,429,000,000","2,184,000,000","2,195,000,000","1,910,000,000","1,976,000,000","1,676,000,000","1,350,000,000","1,330,000,000","1,126,000,000","656,000,000","1,050,000,000","1,035,000,000","740,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000",,,,,,,,,,,,,,,,
	NetIncome,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,206,000,000","2,409,000,000","2,385,000,000","2,436,000,000","2,191,000,000","2,202,000,000","1,917,000,000","1,983,000,000","1,683,000,000","1,357,000,000","1,337,000,000","1,133,000,000","663,000,000","1,057,000,000","1,042,000,000","741,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000",,,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,206,000,000","2,409,000,000","2,385,000,000","2,436,000,000","2,191,000,000","2,202,000,000","1,917,000,000","1,983,000,000","1,683,000,000","1,357,000,000","1,337,000,000","1,133,000,000","663,000,000","1,057,000,000","1,042,000,000","741,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000","45,300,000","41,100,000","47,500,000","36,600,000","30,000,000","37,300,000","35,300,000","21,300,000","17,300,000","19,100,000","19,700,000","15,800,000","11,600,000","10,600,000","8,600,000","8,600,000"
